Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,mean_Clusters
narrow,8,2,8,4,6,2,2,2,2,6,2,2,10,3,5,2,2,5,3,2,2,8,3,3,5,0,3.04,1.4,0,30,1,358,Adjective,3.96
national,3,4,5,5,5,5,6,8,6,6,6,3,4,2,4,3,4,5,5,3,3,6,5,4,4,0,2.24,1.3,0,30,1,1946,Adjective,4.56
native,5,8,10,7,7,10,9,10,8,10,6,2,9,7,10,7,8,3,10,10,9,9,6,10,4,0,3.03,1.52,0,30,1,421,Adjective,7.76
natural,6,4,5,2,2,2,4,5,2,2,4,4,2,2,2,2,3,2,2,2,2,2,3,2,2,0,1.85,1.05,0,30,1,2160,Adjective,2.8
nautical,3,3,2,7,4,2,4,7,3,3,2,5,4,2,9,5,2,3,3,2,7,3,2,5,2,0,2.45,1.35,2,30,0.935483871,45,Adjective,3.76
necessarily,3,2,3,3,5,2,2,5,9,2,2,5,9,2,2,4,2,10,9,8,7,6,6,3,2,0,1.36,0.62,0,29,1,575,Adverb,4.52
need,2,10,3,3,2,2,4,7,5,2,5,3,4,2,3,5,5,3,4,2,4,2,7,4,3,0,1.69,1.07,0,27,1,66040,Verb,3.84
negative,5,2,3,2,4,3,8,2,4,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,0,1.79,1.17,0,30,1,1308,Adjective,2.76
neglect,4,5,2,4,2,4,5,5,3,2,5,2,4,5,2,2,2,5,5,4,5,5,2,5,3,0,2.26,0.98,0,27,1,86,Verb,3.68
net,5,6,2,3,8,3,2,4,7,2,9,9,8,2,2,2,6,7,2,4,7,3,7,2,3,0,4.53,1.17,0,29,1,793,Noun,4.6
network,2,10,5,4,5,2,5,2,6,8,3,2,3,2,3,2,6,6,3,8,5,8,2,10,3,0,3.2,1.32,0,28,1,843,Noun,4.6
new,4,4,3,4,7,4,3,3,2,5,2,2,6,3,2,3,3,2,4,3,2,4,4,2,3,0,2.81,1.62,0,30,1,36913,Adjective,3.36
newspaper,2,4,3,6,2,3,4,2,3,6,10,2,4,4,3,8,7,9,3,3,8,3,2,2,5,0,4.82,0.55,0,29,1,1208,Noun,4.32
north,7,7,4,3,4,2,3,2,4,2,2,2,2,2,3,5,3,3,2,4,2,9,2,2,5,0,4.14,1.27,0,29,1,3258,Noun,3.44
note,2,4,4,3,3,7,3,4,3,2,5,2,2,2,8,7,3,5,3,6,4,4,3,5,5,0,4.61,0.88,1,29,0.965517241,2731,Noun,3.96
notice,8,2,10,6,10,3,9,2,10,2,9,5,9,2,3,9,2,2,7,8,9,10,3,4,2,0,3.3,1.56,0,28,1,3022,Verb,5.84
notification,2,2,2,2,6,6,2,2,5,3,2,2,2,2,3,2,2,5,7,2,7,5,2,4,2,0,3.34,1.42,0,28,1,31,Noun,3.24
notion,6,8,2,10,2,2,4,2,4,9,7,10,2,4,6,6,5,8,2,2,2,5,5,2,10,0,1.93,1.01,0,28,1,336,Noun,5
now,5,3,6,5,5,3,6,7,5,6,2,3,3,3,7,2,3,5,4,7,4,4,2,3,3,0,1.48,0.87,0,29,1,163333,Adverb,4.24
number,2,3,4,4,2,5,9,2,8,2,3,2,2,2,2,5,3,2,2,5,2,2,2,4,2,0,3.3,1.58,0,28,1,12288,Noun,3.24
object,6,5,4,2,3,9,8,6,4,3,8,4,4,7,3,2,2,8,3,2,3,4,3,3,2,0,3.66,1.54,0,29,1,1314,Noun,4.32
objection,4,9,3,2,2,8,7,2,2,2,2,5,9,6,2,7,7,2,8,7,3,2,6,2,8,0,2.29,1.21,0,28,1,1108,Noun,4.68
observation,7,2,7,2,10,2,5,3,5,10,6,2,2,2,8,9,10,6,10,9,2,5,5,4,7,0,2.12,1.53,0,28,1,380,Noun,5.6
observe,2,2,2,3,3,2,4,5,9,2,3,3,8,3,3,3,3,2,6,4,5,4,2,3,10,0,2.63,1.18,0,27,1,499,Verb,3.84
obtain,8,3,9,3,10,7,2,8,9,2,2,4,3,2,4,4,3,5,6,3,5,2,2,2,2,0,3,1.54,0,28,1,190,Verb,4.4
occasion,3,2,6,7,8,4,8,7,2,3,8,2,3,2,2,2,2,3,4,2,2,2,4,2,2,0,2.52,1.25,0,28,1,844,Noun,3.68
occasional,2,5,3,3,2,7,6,2,4,4,2,2,4,2,2,4,2,2,2,2,3,4,3,4,2,0,1.85,0.91,0,30,1,199,Adjective,3.12
occupy,3,2,2,2,4,5,2,2,4,2,3,3,2,2,3,5,3,2,2,4,3,5,2,3,2,0,3.32,1.33,0,28,1,126,Verb,2.88
occur,4,2,4,4,5,2,5,2,4,2,2,3,2,2,4,2,3,3,2,6,5,10,4,6,2,0,1.84,1.25,0,27,1,379,Verb,3.6
off,7,4,4,2,5,2,6,6,2,9,2,2,3,9,3,9,9,2,2,10,10,4,2,2,8,0,2.79,1.4,0,30,1,60155,Adverb,4.96
offer,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,6,2,5,3,5,2,2,2,6,0,2.23,1.07,0,27,1,3810,Verb,2.88
officer,10,4,2,6,2,6,10,4,4,2,4,2,3,2,3,7,2,3,3,2,10,2,3,3,2,0,4.8,0.48,0,29,1,5265,Noun,4.04
official,3,10,2,9,4,2,8,8,2,2,6,2,3,5,4,4,6,8,2,3,3,3,2,5,4,0,2.54,1.43,0,30,1,1224,Adjective,4.4
oil,2,8,2,3,2,6,2,5,2,2,6,2,2,2,7,7,5,5,2,2,2,2,6,2,6,0,4.93,0.26,0,29,1,2095,Noun,3.68
once,2,3,2,2,5,2,2,2,2,3,3,2,7,10,4,2,3,4,2,5,2,3,4,2,2,0,2.74,1.51,0,30,1,17589,Adverb,3.2
one,6,4,5,3,3,3,2,2,3,5,2,7,4,6,4,3,3,6,5,5,6,3,2,7,4,0,3.97,1.45,0,28,1,156684,Number,4.12
only,2,3,4,4,2,2,5,6,9,2,3,2,3,3,3,3,8,3,2,4,2,7,5,4,2,0,2.41,1.4,0,30,1,55269,Adverb,3.72
open,2,9,2,3,6,10,7,7,2,2,2,2,2,6,4,3,4,4,3,4,5,3,8,5,4,0,3.21,1.75,0,28,1,16341,Verb,4.36
opening,2,4,9,5,2,2,2,5,2,2,3,9,3,5,2,2,3,9,5,3,3,2,2,8,2,0,3.79,1.29,0,29,1,1960,Noun,3.84
operation,2,3,2,5,4,2,4,2,2,6,2,2,3,2,2,2,5,3,2,4,3,4,5,8,2,0,3.44,1.28,0,29,1,2241,Noun,3.24
opinion,5,5,2,5,2,3,10,4,5,3,2,9,2,3,2,5,3,4,3,2,2,3,5,2,2,0,1.93,1.14,0,28,1,2142,Noun,3.72
opposite,2,4,2,4,2,6,2,6,2,5,2,5,2,4,2,7,5,2,5,2,6,3,3,2,7,0,1.79,0.73,0,30,1,775,Adjective,3.68
opposition,2,4,2,2,4,10,4,10,5,4,7,7,5,3,2,2,3,2,2,2,4,4,10,2,9,0,2.25,1.24,0,28,1,155,Noun,4.44
order,4,7,9,3,4,6,6,7,9,4,9,3,9,2,4,8,4,4,3,5,5,4,5,2,4,0,2.79,1.47,0,28,1,7985,Noun,5.2
organize,4,2,4,2,6,3,2,3,6,5,7,3,8,2,7,4,2,3,6,2,5,6,2,3,4,0,2.72,1.24,0,27,1,220,Verb,4.04
organized,7,4,8,9,4,3,5,7,4,8,10,10,8,3,2,4,4,4,6,8,3,2,9,4,10,0,2.63,1.42,0,27,1,519,Verb,5.84
original,7,2,3,3,6,4,2,2,3,2,3,3,3,6,2,2,4,2,3,2,2,2,2,2,2,0,2.07,1.27,0,30,1,1440,Adjective,2.96
outer,2,5,7,2,2,2,2,3,5,3,4,2,4,3,3,7,2,4,2,2,2,2,2,9,4,0,3.74,1.32,0,31,1,463,Adjective,3.4
outside,7,3,8,6,8,9,4,2,2,2,4,5,7,5,2,3,4,6,9,4,4,5,4,5,5,0,4.25,1.04,1,30,0.965517241,8671,Adverb,4.92
overall,8,9,6,4,2,3,5,2,3,2,2,6,3,4,4,4,2,3,4,3,4,4,4,2,2,0,1.76,1.21,0,30,1,164,Adjective,3.8
overcome,2,7,8,6,6,3,8,3,5,2,3,5,5,4,3,7,3,8,10,3,7,4,3,5,3,0,2.28,1.39,0,27,1,316,Verb,4.92
ownership,9,4,2,5,2,6,7,10,2,2,7,2,6,6,2,2,5,5,3,3,9,2,2,3,2,0,2.42,1.47,0,28,1,116,Noun,4.32
pace,3,4,3,5,2,4,3,5,3,4,3,3,3,5,5,2,4,2,3,5,5,2,2,2,4,0,3.11,1.29,0,28,1,488,Noun,3.44
package,4,4,3,8,7,3,2,2,2,2,2,5,2,4,2,2,3,2,7,5,5,2,2,5,2,0,4.72,0.7,0,29,1,1162,Noun,3.48
page,10,10,3,2,10,2,2,2,2,2,6,3,2,5,2,3,2,4,2,4,2,7,4,2,10,0,4.9,0.31,0,29,1,1912,Noun,4.12
panel,2,4,2,9,3,7,5,4,2,2,7,2,2,4,4,4,2,2,4,2,2,2,6,7,3,0,4.26,1.29,1,29,0.964285714,372,Noun,3.72
paper,2,4,2,3,2,5,10,2,4,2,2,3,4,4,4,2,5,7,3,3,6,9,3,3,2,0,4.93,0.38,0,29,1,5271,Noun,3.84
part,3,6,5,4,4,7,4,5,6,3,2,5,3,5,3,4,3,3,7,2,3,3,4,4,4,0,3.29,1.24,0,28,1,13337,Noun,4.08
participate,4,2,3,3,2,2,4,2,4,2,2,2,2,5,2,5,2,2,2,2,4,2,6,2,2,0,2.59,1.15,0,27,1,224,Verb,2.8
partner,2,4,3,2,3,6,2,2,5,2,2,2,2,3,4,2,2,2,2,6,2,7,4,3,2,0,3.53,1.14,0,29,1,3836,Noun,3.04
party,5,6,6,6,4,8,4,7,2,2,6,2,7,4,4,2,5,4,5,8,4,3,2,4,2,0,3.89,1.34,0,29,1,11890,Noun,4.48
pass,2,5,2,3,9,6,2,6,6,3,3,5,3,2,5,8,5,2,4,3,3,2,6,3,4,0,2.71,1.24,0,27,1,5514,Verb,4.08
passage,2,2,6,6,3,4,7,5,3,5,6,2,2,3,3,3,2,3,4,6,2,2,6,2,2,0,3.8,1.19,0,29,1,390,Noun,3.64
passing,5,6,6,3,6,4,7,7,2,2,3,8,7,7,4,3,2,2,3,3,2,6,3,5,2,0,2.76,1.45,0,27,1,1325,Verb,4.32
past,6,4,5,6,4,2,5,6,4,4,6,5,3,8,4,5,4,8,3,6,3,3,2,3,4,0,1.7,1.1,0,28,1,6312,Noun,4.52
path,8,2,7,10,10,6,3,3,8,2,3,10,2,3,3,2,2,10,7,5,5,9,2,2,2,0,4.41,1.12,0,29,1,1252,Noun,5.04
pattern,9,4,2,3,2,5,2,2,4,5,4,3,2,5,2,10,2,3,2,2,2,2,3,3,2,0,3.92,1.18,1,29,0.96,738,Noun,3.4
pay,5,2,10,3,3,3,10,8,4,7,7,6,2,3,4,2,2,3,2,2,5,3,3,2,2,0,3.54,1.41,0,28,1,12985,Verb,4.12
peace,7,6,6,3,4,4,4,5,6,7,3,5,7,4,3,5,4,9,6,7,5,3,7,7,4,0,1.62,1.35,0,28,1,3550,Noun,5.24
performance,2,6,2,6,4,5,5,4,6,2,4,6,2,3,2,3,4,4,9,5,2,2,4,2,3,0,3.04,1.32,0,28,1,1113,Noun,3.88
period,9,9,7,6,7,7,2,7,6,5,4,3,6,5,6,8,5,4,5,6,5,4,5,3,7,0,3.31,1.51,0,28,1,1417,Noun,5.64
permanent,2,3,3,7,2,6,7,5,2,2,3,2,7,7,5,2,3,2,3,3,3,4,5,5,2,0,2.76,1.55,0,30,1,619,Adjective,3.8
personal,4,6,2,5,5,3,2,2,2,2,2,9,5,2,3,6,4,5,2,9,4,9,2,3,2,0,2.21,1.4,0,30,1,4675,Adjective,4
personally,2,8,2,2,4,5,3,7,2,4,4,6,6,6,2,4,6,7,2,4,2,6,5,4,5,0,2.07,1.25,0,29,1,1870,Adverb,4.32
personnel,2,7,2,3,4,6,7,5,4,2,2,3,3,3,3,3,2,5,5,2,2,6,3,3,2,0,3.56,1.4,0,29,1,835,Noun,3.56
phase,3,6,2,2,2,3,6,6,2,10,2,5,4,6,4,7,2,2,2,3,10,6,3,5,3,0,2.46,1.26,0,28,1,629,Noun,4.24
physical,5,2,6,5,3,3,8,3,6,9,4,7,8,2,4,2,4,4,5,3,2,2,2,4,5,0,3.31,1.49,0,31,1,1386,Adjective,4.32
picture,2,2,2,3,3,2,2,3,2,8,3,3,2,2,3,4,6,4,9,5,3,2,5,6,6,0,4.52,1.01,0,29,1,7061,Noun,3.68
piece,4,2,3,3,3,2,3,2,2,5,2,3,3,2,2,2,2,2,2,2,4,3,2,2,4,0,4.14,1.24,1,29,0.965517241,6349,Noun,2.64
place,7,9,3,2,2,4,2,2,2,3,2,3,4,2,2,2,7,2,2,2,3,2,2,5,3,0,3.48,1.57,0,29,1,30736,Noun,3.16
plan,5,4,5,6,4,2,5,2,5,7,9,3,3,2,3,10,2,2,3,9,5,4,3,5,2,0,3.4,1.4,0,29,1,7432,Noun,4.4
plane,6,2,2,2,2,2,2,4,2,3,6,2,3,2,6,6,2,2,2,3,4,3,2,2,3,0,4.92,0.4,0,29,1,4872,Noun,3
platform,3,6,3,2,2,10,2,5,8,3,8,6,2,3,2,6,2,2,9,2,2,3,3,3,3,0,4.48,0.8,0,29,1,313,Noun,4
play,7,2,4,8,2,2,2,4,3,3,3,3,2,2,3,5,2,6,3,5,5,4,6,2,4,0,3.24,1.3,0,28,1,18081,Verb,3.68
point,4,5,7,8,3,2,2,8,7,2,8,6,10,2,6,7,2,7,7,3,3,2,4,9,4,0,3.39,1.13,0,29,1,12063,Noun,5.12
policy,9,2,3,5,4,8,3,2,4,4,4,6,2,2,6,3,4,10,3,5,2,3,7,4,2,0,2.76,1.45,0,28,1,1378,Noun,4.28
political,2,5,6,6,4,3,5,7,5,8,3,4,4,7,5,3,3,4,4,6,3,2,5,3,2,0,1.83,1.17,0,30,1,1115,Adjective,4.36
politically,2,3,2,5,7,6,3,9,5,2,2,3,6,2,2,9,8,9,8,2,4,5,8,2,8,0,1.89,0.93,0,29,1,150,Adverb,4.88
position,10,2,7,3,6,3,6,2,5,4,2,3,2,3,2,2,2,4,2,6,3,5,4,2,3,0,2.62,1.57,0,28,1,3676,Noun,3.72
positive,6,7,7,3,3,3,5,8,9,3,5,4,3,4,4,6,5,5,7,8,7,5,7,5,5,0,2.44,1.42,0,30,1,1613,Adjective,5.36
possible,5,2,2,2,4,4,2,3,7,4,6,2,2,2,4,2,2,2,2,6,5,8,2,8,10,0,1.56,1.01,0,30,1,5816,Adjective,3.92
post,4,4,3,4,4,3,8,5,2,7,2,3,3,6,2,2,4,3,2,6,5,3,2,2,2,0,4.3,1.35,0,29,1,1654,Noun,3.64
power,2,2,4,5,5,4,4,2,2,6,2,4,2,4,4,4,3,2,4,2,4,3,3,2,4,0,2.04,1.34,0,28,1,7600,Noun,3.32
practical,3,2,3,2,2,3,2,2,2,5,8,3,2,2,3,2,5,2,5,2,2,4,3,2,2,0,2.14,1.43,0,30,1,577,Adjective,2.92
practice,4,4,5,8,2,2,4,2,2,6,5,3,2,4,3,6,4,3,3,2,5,2,3,2,2,0,2.52,1.33,0,28,1,2330,Noun,3.52
precisely,3,2,3,2,3,2,3,4,2,4,6,2,5,3,4,2,2,2,2,3,4,2,2,3,2,0,2.3,1.24,0,30,1,611,Adverb,2.88
preparation,10,4,7,7,8,5,5,2,6,5,10,2,4,4,5,10,4,5,7,5,10,3,3,2,7,0,2.18,1.28,1,28,0.965517241,206,Noun,5.6
prepare,9,4,5,5,2,8,8,2,3,7,9,7,7,3,3,3,5,8,3,10,2,2,3,3,4,0,2.36,1.19,0,27,1,1711,Verb,5
presence,5,3,6,2,2,4,3,2,8,3,3,5,2,3,3,5,2,5,2,2,2,2,4,5,3,0,2.72,1.22,0,28,1,1064,Noun,3.44
present,7,2,2,5,3,3,5,2,2,3,4,2,2,2,5,5,3,2,2,3,4,5,7,4,2,0,3.39,1.59,0,29,1,4562,Noun,3.44
presentation,8,9,7,9,9,4,5,4,4,2,2,4,9,3,8,6,2,6,3,7,10,3,9,8,2,0,3.11,1.17,0,28,1,368,Noun,5.72
preserve,2,4,2,2,6,10,2,3,3,7,2,2,4,2,2,2,2,6,10,2,8,2,4,2,2,0,2.57,1.52,0,27,1,287,Verb,3.72
president,4,5,3,5,4,5,4,3,2,2,4,3,4,3,2,2,4,2,5,4,6,4,5,2,3,0,4.4,0.97,0,29,1,7174,Noun,3.6
press,5,2,3,10,2,5,4,3,3,5,2,5,2,2,2,2,2,2,2,2,2,8,2,2,2,0,3.9,1.3,0,29,1,3070,Noun,3.24
pressure,3,4,2,3,3,3,2,4,3,6,2,2,2,3,3,2,3,2,7,2,4,4,9,2,2,0,3.07,1.23,0,28,1,2709,Noun,3.28
prevent,8,7,4,4,2,6,4,5,6,7,7,3,4,3,6,2,4,4,4,5,7,6,2,2,4,0,2.34,1.17,0,27,1,666,Verb,4.64
price,2,3,2,2,8,2,5,2,4,2,3,4,3,2,2,2,2,4,10,2,7,4,3,3,2,0,3.63,1.55,0,29,1,2722,Noun,3.4
primary,2,2,9,8,2,3,4,7,5,5,4,3,3,2,2,4,3,2,2,2,2,3,6,5,2,0,2.28,1.22,0,30,1,444,Adjective,3.68
principle,10,7,3,5,3,4,2,4,3,9,2,3,7,6,2,3,2,3,2,4,3,2,3,2,2,0,1.7,1.26,0,28,1,395,Noun,3.84
problem,10,4,2,8,3,3,5,7,6,5,2,8,5,4,3,3,3,6,2,2,2,5,4,3,2,0,2.68,1.47,0,28,1,16833,Noun,4.28
procedure,2,2,3,4,2,3,3,2,3,2,5,2,3,3,2,2,2,4,2,7,2,2,2,2,2,0,2.67,1.27,0,28,1,823,Noun,2.72
proceed,7,2,3,10,9,10,8,3,4,2,10,2,9,2,10,10,6,9,3,4,2,9,3,2,2,0,2.55,1.43,0,27,1,1066,Verb,5.64
process,8,7,2,6,4,2,2,2,10,6,5,3,5,2,2,4,3,2,4,8,2,6,5,2,5,0,2.93,1.47,0,28,1,1427,Noun,4.28
produce,2,6,4,3,10,3,2,4,6,4,9,2,3,3,10,4,2,4,3,4,10,4,6,3,2,0,3.31,1.26,0,28,1,564,Verb,4.52
producer,2,2,4,5,2,5,2,3,2,3,3,3,2,2,5,2,2,2,4,2,2,5,2,2,3,0,3,1.41,1,28,0.96,636,Noun,2.84
product,2,4,2,2,9,3,7,3,9,2,2,8,2,5,2,2,9,6,4,4,2,2,4,2,2,0,4.17,1.14,0,29,1,752,Noun,3.96
production,2,2,5,3,8,2,2,7,2,3,2,2,9,2,4,2,3,2,5,6,2,2,3,5,5,0,2.59,1.37,0,28,1,645,Noun,3.6
productive,2,4,2,2,7,7,2,3,5,8,2,6,2,2,9,2,7,2,2,3,2,2,5,2,3,0,2.64,1.37,0,30,1,123,Adjective,3.72
professional,2,6,10,6,5,5,7,3,5,2,2,2,5,3,2,4,2,2,9,4,8,8,9,4,4,0,2.14,1.13,0,30,1,1646,Adjective,4.76
profile,5,2,5,9,2,6,2,4,4,5,8,2,2,2,9,2,2,2,7,3,2,2,6,3,2,0,3.1,1.5,0,28,1,657,Noun,3.92
program,3,4,3,5,3,7,2,4,5,6,7,2,2,2,2,2,8,4,2,2,2,2,8,4,2,0,3.43,1.45,0,29,1,2174,Noun,3.72
progress,4,4,7,2,6,5,3,5,6,3,2,7,5,4,2,2,6,2,5,4,5,5,5,4,4,0,2.12,1.21,0,28,1,1084,Noun,4.28
project,9,5,10,6,3,5,3,4,6,2,9,2,4,5,3,2,5,7,6,3,8,8,7,5,5,0,3.62,1.42,0,29,1,1907,Noun,5.28
promise,7,3,2,4,4,2,2,2,2,2,2,2,3,2,3,3,6,3,2,3,2,2,2,2,3,0,2.09,1.16,0,27,1,7809,Verb,2.8
promptly,2,5,2,2,3,6,2,2,2,2,2,3,2,2,3,2,5,2,2,5,2,7,3,5,4,0,2.07,1.25,0,29,1,104,Adverb,3.08
property,2,2,7,2,8,10,2,2,2,2,7,6,2,2,5,2,2,8,2,5,2,4,2,2,2,0,3.9,1.32,0,29,1,1698,Noun,3.68
proposal,2,2,6,2,2,3,2,4,8,3,2,5,2,2,4,8,6,2,3,2,3,2,2,3,7,0,2.75,1.32,0,28,1,448,Noun,3.48
propose,3,2,2,3,2,4,5,3,7,5,2,2,4,2,2,3,2,2,2,3,3,5,2,2,2,0,2.19,1.39,0,27,1,663,Verb,2.96
protection,3,6,6,5,6,4,4,6,5,7,5,5,5,5,4,5,6,3,5,2,2,7,2,4,3,0,2.5,1.21,0,28,1,1197,Noun,4.6
prove,3,3,4,3,5,9,6,2,2,3,2,2,2,2,2,3,10,2,8,5,7,5,3,7,9,0,1.83,0.91,0,27,1,3590,Verb,4.36
publish,4,2,4,6,2,2,4,2,6,2,2,2,2,2,2,6,6,2,2,4,3,3,4,7,3,0,3.26,1.46,0,28,1,260,Verb,3.36
punishable,2,2,3,2,3,2,2,2,2,4,2,5,4,2,2,4,2,2,2,2,2,2,2,3,3,0,1.96,1.22,0,30,1,42,Adjective,2.52
purchase,3,6,2,2,4,2,7,3,10,7,2,8,2,4,2,8,7,8,10,3,10,2,3,6,2,0,2.96,1.26,0,28,1,325,Noun,4.92
purpose,7,2,4,2,3,2,6,2,6,2,5,5,2,3,4,2,6,3,2,2,2,2,2,4,5,0,1.52,0.98,0,28,1,1789,Noun,3.4
put,3,3,2,2,2,7,2,4,7,3,2,8,2,5,6,4,2,3,3,3,3,2,5,2,3,0,2.5,1.61,0,27,1,42251,Verb,3.52
question,8,2,3,6,6,7,3,3,3,8,5,10,2,5,9,5,5,2,3,2,2,4,2,4,3,0,3.36,1.7,0,29,1,10116,Noun,4.48
quick,5,2,2,2,2,2,2,2,2,2,2,4,4,3,2,5,2,3,3,2,2,2,4,2,5,0,2.89,1.29,0,30,1,5542,Adjective,2.72
quite,4,6,3,5,9,4,2,9,2,2,10,2,2,8,7,9,9,4,2,5,6,4,2,2,8,0,1.72,1.07,0,29,1,10332,Adverb,5.04
race,10,4,3,2,6,4,2,7,9,2,2,2,4,6,2,3,6,4,6,3,4,3,4,3,4,0,3.59,1.12,0,29,1,3157,Noun,4.2
radio,2,6,2,2,3,2,2,2,4,2,2,2,8,2,2,5,2,3,2,2,3,6,2,2,8,0,4.74,0.53,0,29,1,3936,Noun,3.12
raise,5,4,6,7,7,4,2,3,2,8,7,2,4,2,7,4,8,7,5,2,4,9,4,5,7,0,3.8,1.21,0,28,1,2815,Verb,5
range,3,2,5,5,4,2,2,5,8,3,4,3,4,3,2,9,2,2,2,9,2,4,3,4,3,0,3.22,1.5,0,28,1,1161,Noun,3.8
rate,6,6,2,3,4,2,10,9,2,2,9,7,2,5,3,2,5,2,8,5,2,5,3,3,7,0,2.5,1.4,0,28,1,1271,Noun,4.56
rather,4,3,3,3,2,2,2,3,2,3,2,3,7,2,6,2,3,3,3,2,3,3,2,3,2,0,1.48,0.99,0,29,1,5825,Adverb,2.92
raw,4,5,5,5,2,6,2,3,2,2,4,3,6,2,3,4,2,3,2,3,2,6,2,3,2,0,3.35,1.38,0,31,1,519,Adjective,3.32
reach,2,4,2,2,6,6,3,2,4,2,4,2,2,2,2,6,2,3,9,2,3,2,2,2,4,0,3.7,1.41,0,28,1,2903,Verb,3.2
reaction,6,2,7,4,2,4,5,3,5,2,2,2,6,3,4,3,3,5,3,2,6,6,3,6,2,0,2.41,1.09,0,28,1,830,Noun,3.84
read,2,4,3,2,7,3,2,2,2,2,2,2,6,5,3,5,3,3,6,3,5,2,3,4,2,0,3.56,1.45,0,28,1,12302,Verb,3.32
reading,4,2,4,5,6,2,4,9,4,3,2,10,2,8,5,7,9,9,2,2,4,4,2,6,6,0,3.71,1.37,0,28,1,3133,Verb,4.84
ready,9,2,5,9,2,2,2,6,4,2,6,2,5,5,2,4,10,2,3,2,2,10,10,3,5,0,2.07,1.31,0,30,1,19778,Adjective,4.56
real,2,2,5,3,2,6,2,2,9,7,2,2,5,6,3,2,4,8,2,5,7,2,2,2,2,0,2.5,1.62,0,30,1,22583,Adjective,3.76
reality,5,2,9,6,7,10,10,3,2,2,2,3,2,2,4,3,4,2,3,2,3,2,2,4,6,0,1.72,1.07,0,28,1,1543,Noun,4
realize,8,2,5,2,2,4,2,2,2,3,9,5,2,3,3,2,2,3,2,3,6,4,4,2,3,0,2.03,1.24,0,27,1,4032,Verb,3.4
reason,4,4,7,5,3,3,5,4,4,8,10,2,2,3,2,2,7,3,7,2,9,2,3,4,10,0,1.93,1.36,0,28,1,9858,Noun,4.6
rebel,2,2,3,5,2,2,2,3,3,4,2,8,2,4,7,2,6,3,8,7,5,7,3,7,2,0,3.07,1.54,0,28,1,273,Noun,4.04
receive,2,8,6,2,4,8,7,2,2,2,2,9,3,4,2,2,4,7,2,2,2,5,3,4,3,0,2.69,1.49,0,27,1,992,Verb,3.88
recognition,8,3,4,2,8,4,3,3,2,8,2,4,2,5,9,10,2,3,2,7,2,4,7,2,4,0,2.39,1.2,2,28,0.92,233,Noun,4.4
recognize,5,7,6,2,7,9,3,8,5,3,6,4,3,2,5,2,2,4,3,2,4,2,5,8,5,0,2.07,1.24,0,27,1,1750,Verb,4.48
recommendation,2,4,7,4,2,3,5,10,2,5,10,2,6,2,2,5,3,9,4,5,3,4,5,4,2,0,2.87,1.38,0,28,1,258,Noun,4.4
record,8,5,2,2,6,2,3,4,3,2,8,2,5,8,7,6,2,3,4,2,3,7,10,3,9,0,4.15,1.26,0,29,1,4365,Noun,4.64
recruit,5,4,5,3,3,2,5,4,5,2,2,4,4,3,4,2,4,4,3,2,5,4,4,3,2,0,3.48,1.37,1,28,0.964285714,188,Verb,3.52
red,10,2,4,10,2,2,4,3,2,10,2,2,2,2,6,7,4,2,2,9,2,6,5,10,2,0,4.24,1.36,0,32,1,7551,Adjective,4.48
redress,2,3,5,2,6,4,3,4,4,4,3,2,2,4,3,3,2,6,2,4,5,5,4,3,4,0,2.64,1.52,4,27,0.862068966,11,Verb,3.56
reduce,7,2,2,3,2,9,10,3,2,4,2,2,2,2,3,4,8,3,10,2,7,4,3,3,3,0,2,1.02,0,27,1,219,Verb,4.08
refer,3,2,2,4,6,3,8,2,2,2,3,2,2,3,4,4,3,2,3,2,3,2,2,3,4,0,2.41,1.4,0,27,1,374,Verb,3.04
reference,2,7,8,3,5,3,6,4,2,8,2,7,4,3,5,3,6,2,5,4,2,2,7,2,3,0,2.38,1.36,0,28,1,432,Noun,4.2
reflection,2,2,6,3,2,2,3,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,0,3.29,1.51,0,28,1,256,Noun,2.44
reform,3,2,3,2,3,7,3,4,2,5,2,2,2,2,7,2,6,2,6,2,2,2,4,2,3,0,2,1.24,1,28,0.964285714,184,Noun,3.2
refuse,2,2,2,2,3,3,3,2,3,2,5,2,2,2,2,2,6,4,2,6,3,2,2,5,2,0,3.04,1.4,0,28,1,1070,Verb,2.84
regard,5,4,5,6,5,5,4,4,6,7,7,5,7,2,4,10,3,4,3,4,2,9,4,7,4,0,1.79,0.96,0,28,1,375,Noun,5.04
regional,4,6,10,6,9,7,5,3,9,4,4,2,3,4,3,3,6,6,3,6,4,2,3,3,9,0,2.76,1.48,0,30,1,159,Adjective,4.96
register,3,5,3,2,2,5,2,2,3,3,3,3,5,3,4,9,10,3,2,2,4,2,2,2,10,0,3.87,1.31,0,29,1,561,Noun,3.76
regret,7,2,4,4,2,3,10,2,3,2,4,2,7,3,4,3,4,3,4,7,4,2,5,5,3,0,1.8,1.06,0,27,1,1384,Verb,3.96
